Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8113,CA-2017-102707,07/10/2017,07/15/2017,Standard Class,JT-10675,Jason Taylor,Consumer,United States,Santa Fe,New Mexico,41238,West,OFF-BI-10004738,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,218.95,1,0.0,55.6289
8114,CA-2017-102707,07/10/2017,07/16/2017,Standard Class,WB-10406,William Baker,Corporate,United States,Saint Paul,Minnesota,26915,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,89.69,2,0.5,5.8502
8115,CA-2017-102707,07/10/2017,07/15/2017,Standard Class,JH-10776,James Hill,Consumer,United States,Mobile,Alabama,88412,South,FUR-FU-10002390,Furniture,Furnishings,Deflect-o DuraMat Chair Mat for Low Pile,349.57,3,0.0,94.0637
8116,AA-2017-102708,07/10/2017,07/13/2017,Second Class,KB-10035,Kathleen Brown,Consumer,United States,Florence,South Carolina,63939,South,OFF-EN-10004032,Office Supplies,Envelopes,Wausau Papers Astrobrights Envelopes,238.82,4,0.0,82.8345
8117,AA-2017-102708,07/10/2017,07/15/2017,Standard Class,MC-10175,Michael Campbell,Consumer,United States,Saint Petersburg,Florida,82065,South,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,2322.29,1,0.0,212.6095
8118,AA-2017-102708,07/10/2017,07/16/2017,Standard Class,RN-10653,Richard Nelson,Consumer,United States,Muskogee,Oklahoma,68429,Central,FUR-FU-10003447,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,54.63,1,0.0,11.4934
8119,CA-2017-102709,07/10/2017,07/14/2017,Second Class,EM-10133,Edward Mitchell,Home Office,United States,Salem,Oregon,44525,West,OFF-BI-10001602,Office Supplies,Binders,Wilson Jones Easy Grip Round Ring View Binder,186.94,2,0.1,48.5433
8120,CA-2017-102709,07/10/2017,07/16/2017,Standard Class,CM-10439,Charles Martin,Consumer,United States,Chicago,Illinois,63806,Central,OFF-LA-10004099,Office Supplies,Labels,Avery Color Coding Labels,288.31,5,0.15,46.3194
8121,CA-2017-102709,07/11/2017,07/17/2017,Standard Class,LA-10029,Lisa Adams,Home Office,United States,Orland Park,Illinois,71241,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,4900.85,7,0.0,803.0905
8122,US-2017-102710,07/11/2017,07/14/2017,Second Class,JL-10512,John Lewis,Home Office,United States,Edmond,Oklahoma,68612,Central,OFF-PA-10003695,Office Supplies,Paper,Avery Shipping Labels with TrueBlock Technology,237.4,5,0.3,24.4426
8123,US-2017-102710,07/11/2017,07/18/2017,Standard Class,KC-10713,Kathleen Carter,Consumer,United States,San Francisco,California,22364,West,TEC-MA-10004125,Technology,Machines,Motorola 56001 Telephone with Digital Answering,13146.55,5,0.2,-190.0096
8124,US-2017-102710,07/11/2017,07/14/2017,First Class,SJ-10213,Shirley Johnson,Home Office,United States,Providence,Rhode Island,13764,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,36.31,4,0.0,10.6874
8125,AA-2017-102711,07/11/2017,07/16/2017,Second Class,JA-10538,Jennifer Allen,Corporate,United States,Lowell,Massachusetts,47360,East,TEC-AC-10000171,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Recordable Disc,1541.15,5,0.0,436.3183
8126,AA-2017-102711,07/11/2017,07/14/2017,First Class,LR-10276,Larry Rivera,Corporate,United States,Philadelphia,Pennsylvania,44805,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,72.86,2,0.0,18.2834
8127,AA-2017-102711,07/11/2017,07/18/2017,Standard Class,SC-10191,Scott Cook,Corporate,United States,Dallas,Texas,70255,Central,OFF-AR-10003056,Office Supplies,Art,Newell 341,555.48,3,0.0,182.1521
8128,US-2017-102712,07/12/2017,07/17/2017,Standard Class,MS-10687,Michael Scott,Consumer,United States,San Antonio,Texas,94025,Central,OFF-AP-10001028,Office Supplies,Appliances,Cuisinart Classic 12-Cup Coffeemaker,2660.84,5,0.0,557.2256
8129,US-2017-102712,07/12/2017,07/19/2017,Standard Class,JE-10420,Joseph Evans,Consumer,United States,Bakersfield,California,76302,West,OFF-FA-10003283,Office Supplies,Fasteners,Acco Suede Finish Lanyard with Split Ring,34.98,1,0.0,15.1742
8130,US-2017-102712,07/12/2017,07/15/2017,Second Class,TM-10384,Timothy Martin,Consumer,United States,Columbus,Georgia,82448,South,FUR-FU-10003447,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,282.68,4,0.3,7.027
8131,AA-2017-102713,07/12/2017,07/18/2017,Standard Class,SL-10522,Stephanie Lewis,Corporate,United States,Des Moines,Washington,16404,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,38.46,1,0.3,6.5123
8132,AA-2017-102713,07/12/2017,07/17/2017,Standard Class,JB-10449,Joseph Brown,Home Office,United States,Reading,Pennsylvania,97904,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",2087.68,4,0.0,412.3952
8133,AA-2017-102713,07/12/2017,07/16/2017,Second Class,DM-10649,Dorothy Morgan,Consumer,United States,Jackson,Michigan,22259,Central,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,1298.69,4,0.0,346.6524
8134,US-2017-102714,07/12/2017,07/18/2017,Standard Class,KJ-10557,Kathleen Jackson,Corporate,United States,Chester,Pennsylvania,45185,East,FUR-BO-10002213,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,299.44,3,0.15,17.3875
8135,US-2017-102714,07/12/2017,07/19/2017,Standard Class,CB-10733,Charles Bell,Consumer,United States,Westland,Michigan,99431,Central,FUR-FU-10003447,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,1089.81,3,0.0,169.0487
8136,US-2017-102714,07/13/2017,07/17/2017,Second Class,AW-10104,Amy Williams,Consumer,United States,Cleveland,Ohio,77912,East,OFF-SU-10003703,Office Supplies,Supplies,Avery Hi-Liter EverBold Pen-Style Highlighter,374.04,4,0.0,96.3798
8137,CA-2017-102715,07/13/2017,07/19/2017,Standard Class,MM-10742,Maria Miller,Consumer,United States,Aurora,Colorado,26872,West,OFF-ST-10002927,Office Supplies,Storage,Akro-Mils 09516 Super-Size AkroBins,788.54,4,0.45,-34.9727
8138,CA-2017-102715,07/13/2017,07/20/2017,Standard Class,SH-10195,Sandra Hill,Home Office,United States,Grand Rapids,Michigan,21926,Central,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",38.91,3,0.0,15.8113
8139,CA-2017-102715,07/13/2017,07/20/2017,Standard Class,GJ-10516,George Johnson,Consumer,United States,Auburn,New York,38147,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,1630.11,2,0.15,230.6836
8140,AA-2017-102716,07/13/2017,07/19/2017,Standard Class,HC-10174,Helen Campbell,Home Office,United States,Dallas,Texas,78026,Central,OFF-BI-10004738,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,442.87,1,0.0,120.4123
8141,AA-2017-102716,07/13/2017,07/18/2017,Standard Class,RT-10359,Robert Thomas,Consumer,United States,Tigard,Oregon,83281,West,OFF-BI-10004738,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,983.3,3,0.0,317.849
8142,AA-2017-102716,07/13/2017,07/16/2017,Second Class,JA-10228,Jennifer Adams,Corporate,United States,Reading,Pennsylvania,92424,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,220.97,1,0.0,65.7593
8143,AA-2017-102717,07/14/2017,07/20/2017,Standard Class,KR-10314,Kevin Roberts,Consumer,United States,Phoenix,Arizona,58073,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,1068.15,2,0.15,15.6458
8144,AA-2017-102717,07/14/2017,07/16/2017,First Class,SC-10191,Scott Cook,Consumer,United States,Auburn,New York,76270,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,654.82,4,0.0,249.4741
8145,AA-2017-102717,07/14/2017,07/19/2017,Standard Class,AG-10587,Angela Green,Consumer,United States,Murfreesboro,Tennessee,99887,South,OFF-EN-10004032,Office Supplies,Envelopes,Wausau Papers Astrobrights Envelopes,74.13,1,0.0,27.5315
8146,AA-2017-102718,07/14/2017,07/18/2017,Second Class,SW-10335,Shirley Wilson,Consumer,United States,Provo,Utah,85488,West,OFF-LA-10003559,Office Supplies,Labels,Avery 510,202.18,3,0.1,55.4111
8147,AA-2017-102718,07/14/2017,07/21/2017,Standard Class,AG-10186,Anna Green,Home Office,United States,Charlotte,North Carolina,47365,South,FUR-BO-10002213,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,289.74,1,0.0,37.7784
8148,AA-2017-102718,07/14/2017,07/19/2017,Standard Class,DM-10528,David Murphy,Consumer,United States,Houston,Texas,18708,Central,FUR-CH-10003473,Furniture,Chairs,Harbour Creations 67200 Series Folding Chair,2058.47,2,0.0,298.9937
8149,US-2017-102719,07/14/2017,07/17/2017,Second Class,GJ-10265,Gloria Jones,Corporate,United States,Pasadena,California,43650,West,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings,756.19,3,0.0,231.6689
8150,US-2017-102719,07/14/2017,07/19/2017,Standard Class,EH-10242,Edward Harris,Consumer,United States,Providence,Rhode Island,66005,East,TEC-PH-10004977,Technology,Phones,Apple iPhone 6S,26980.93,13,0.0,5968.8062
8151,US-2017-102719,07/14/2017,07/17/2017,First Class,GM-10519,George Morris,Consumer,United States,Decatur,Alabama,67127,South,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Wall Clock",615.28,4,0.0,164.5645
8152,US-2017-102720,07/14/2017,07/17/2017,Second Class,SH-10762,Stephanie Harris,Corporate,United States,San Diego,California,96637,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,364.77,5,0.15,104.6235
8153,US-2017-102720,07/15/2017,07/17/2017,First Class,CW-10485,Cynthia Walker,Corporate,United States,Tampa,Florida,13601,South,OFF-LA-10003559,Office Supplies,Labels,Avery 510,31.62,4,0.0,9.2858
8154,US-2017-102720,07/15/2017,07/20/2017,Standard Class,MS-10260,Mary Scott,Corporate,United States,Roswell,Georgia,33403,South,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,2156.47,6,0.0,482.1908
8155,US-2017-102721,07/15/2017,07/22/2017,Standard Class,RR-10006,Ronald Roberts,Corporate,United States,Denver,Colorado,34975,West,FUR-FU-10003447,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,347.55,4,0.0,83.1405
8156,US-2017-102721,07/15/2017,07/20/2017,Standard Class,CS-10613,Charles Scott,Consumer,United States,Boston,Massachusetts,64059,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,1834.02,4,0.15,201.4323
8157,US-2017-102721,07/15/2017,07/22/2017,Standard Class,KC-10232,Kevin Collins,Consumer,United States,Layton,Utah,72782,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,2890.29,6,0.0,626.2057
8158,CA-2017-102722,07/15/2017,07/20/2017,Standard Class,PR-10090,Patricia Rivera,Consumer,United States,Medina,Ohio,43077,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,1939.7,3,0.0,209.9903
8159,CA-2017-102722,07/15/2017,07/22/2017,Standard Class,WT-10157,William Turner,Consumer,United States,Cincinnati,Ohio,37126,East,OFF-FA-10002544,Office Supplies,Fasteners,Acme Stainless Steel Scissors,77.2,2,0.0,32.0592
8160,CA-2017-102722,07/15/2017,07/18/2017,First Class,MM-10742,Maria Miller,Corporate,United States,Rapid City,South Dakota,32051,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,29.26,2,0.0,7.9521
8161,US-2017-102723,07/16/2017,07/17/2017,Same Day,EC-10032,Emma Carter,Consumer,United States,Akron,Ohio,39321,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,19.72,1,0.2,2.4512
8162,US-2017-102723,07/16/2017,07/21/2017,Standard Class,CM-10209,Claire Murphy,Consumer,United States,Orem,Utah,55784,West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,4601.25,1,0.0,1002.2892
8163,US-2017-102723,07/16/2017,07/18/2017,First Class,ME-10726,Mark Edwards,Consumer,United States,Concord,North Carolina,48222,South,TEC-PH-10004977,Technology,Phones,Apple iPhone 6S,1138.22,1,0.3,51.6965
8164,CA-2017-102724,07/16/2017,07/21/2017,Standard Class,CY-10275,Charles Young,Corporate,United States,Grand Rapids,Michigan,59301,Central,OFF-FA-10002544,Office Supplies,Fasteners,Acme Stainless Steel Scissors,165.37,6,0.0,60.6347
8165,CA-2017-102724,07/16/2017,07/23/2017,Standard Class,KJ-10412,Karen Jackson,Home Office,United States,Franklin,Massachusetts,13331,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,129.47,2,0.0,37.8249
8166,CA-2017-102724,07/16/2017,07/19/2017,First Class,LA-10099,Larry Adams,Consumer,United States,Morristown,New Jersey,10037,East,OFF-BI-10001602,Office Supplies,Binders,Wilson Jones Easy Grip Round Ring View Binder,302.36,2,0.2,35.8612
8167,US-2017-102725,07/16/2017,07/22/2017,Standard Class,PC-10153,Paul Cook,Corporate,United States,Bloomington,Illinois,54215,Central,TEC-PH-10001354,Technology,Phones,Samsung Galaxy S7,886.89,1,0.0,208.9126
8168,US-2017-102725,07/17/2017,07/24/2017,Standard Class,KH-10264,Kevin Hill,Corporate,United States,Hattiesburg,Mississippi,30472,South,TEC-PH-10001354,Technology,Phones,Samsung Galaxy S7,1970.71,2,0.0,540.7108
8169,US-2017-102725,07/17/2017,07/24/2017,Standard Class,HA-10510,Helen Allen,Consumer,United States,Bloomington,Illinois,21370,Central,TEC-AC-10001814,Technology,Accessories,Plantronics Savi W720 Wireless Headset System,1484.59,5,0.0,336.9257
8170,CA-2017-102726,07/17/2017,07/20/2017,First Class,JW-10723,John Wilson,Consumer,United States,Washington,District of Columbia,21750,East,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,2973.56,5,0.0,600.8179
8171,CA-2017-102726,07/17/2017,07/23/2017,Standard Class,BA-10262,Barbara Adams,Corporate,United States,Cheyenne,Wyoming,37638,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,19.61,1,0.0,7.8447
8172,CA-2017-102726,07/17/2017,07/24/2017,Standard Class,RR-10006,Ronald Roberts,Home Office,United States,Chester,Pennsylvania,12687,East,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,122.38,2,0.0,26.8438
8173,CA-2017-102727,07/17/2017,07/23/2017,Standard Class,RK-10168,Ryan King,Home Office,United States,Albuquerque,New Mexico,44325,West,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" Premium Diagonal Seam Envelopes",84.86,1,0.0,29.7528
8174,CA-2017-102727,07/17/2017,07/24/2017,Standard Class,GJ-10516,George Johnson,Consumer,United States,Decatur,Illinois,86904,Central,FUR-TA-10002199,Furniture,Tables,DMI Eclipse Executive Suite Corner Table,16203.69,7,0.0,847.2384
8175,CA-2017-102727,07/17/2017,07/24/2017,Standard Class,KB-10035,Kathleen Brown,Home Office,United States,Rochester,Minnesota,90945,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" Premium Diagonal Seam Envelopes",120.18,4,0.2,26.4124
8176,CA-2017-102728,07/17/2017,07/24/2017,Standard Class,HG-10383,Helen Green,Consumer,United States,Tamarac,Florida,88311,South,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,17.85,2,0.1,6.0601
8177,CA-2017-102728,07/18/2017,07/19/2017,Same Day,TE-10234,Timothy Edwards,Corporate,United States,Auburn,New York,58087,East,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,88.46,1,0.0,20.8771
8178,CA-2017-102728,07/18/2017,07/25/2017,Standard Class,ES-10625,Emily Scott,Consumer,United States,Pittsburgh,Pennsylvania,93078,East,OFF-AP-10000304,Office Supplies,Appliances,Hoover WindTunnel 3 High Performance Pet,6051.07,7,0.0,997.0032
8179,AA-2017-102729,07/18/2017,07/25/2017,Standard Class,MN-10138,Maria Nelson,Home Office,United States,Nashua,New Hampshire,45770,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Wall Clock",14.92,1,0.0,3.9636
8180,AA-2017-102729,07/18/2017,07/20/2017,First Class,MW-10161,Maria Williams,Consumer,United States,Tulsa,Oklahoma,27052,Central,FUR-FU-10003447,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,202.21,2,0.0,44.4489
8181,AA-2017-102729,07/18/2017,07/24/2017,Standard Class,TM-10714,Timothy Mitchell,Consumer,United States,Macon,Georgia,43309,South,FUR-CH-10001313,Furniture,Chairs,SAFCO PVC Mobile Pedestal Chair,1422.19,5,0.0,332.5645
8182,AA-2017-102730,07/18/2017,07/24/2017,Standard Class,SL-10440,Scott Lewis,Corporate,United States,Colorado Springs,Colorado,76289,West,OFF-AP-10001028,Office Supplies,Appliances,Cuisinart Classic 12-Cup Coffeemaker,345.94,1,0.1,62.5582
8183,AA-2017-102730,07/18/2017,07/23/2017,Standard Class,AT-10549,Amy Turner,Consumer,United States,Garden City,Kansas,89062,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Wall Clock",1093.73,14,0.7,-268.0758
8184,AA-2017-102730,07/18/2017,07/23/2017,Second Class,BM-10395,Brian Morris,Corporate,United States,Burlington,Vermont,85675,East,OFF-ST-10001806,Office Supplies,Storage,Advantus Super Stacker Divided Storage Box,359.84,3,0.4,-10.6855
8185,CA-2017-102731,07/18/2017,07/21/2017,Second Class,PR-10469,Paul Roberts,Consumer,United States,Norman,Oklahoma,98244,Central,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings,322.07,1,0.2,68.2217
8186,CA-2017-102731,07/18/2017,07/25/2017,Standard Class,RT-10617,Richard Thompson,Consumer,United States,Saint Petersburg,Florida,64989,South,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,1232.32,2,0.15,154.0991
8187,CA-2017-102731,07/18/2017,07/22/2017,Second Class,DM-10430,Deborah Murphy,Consumer,United States,Atlanta,Georgia,72929,South,OFF-AR-10000397,Office Supplies,Art,"BIC Brite Liner Highlighters, Assorted Colors",54.82,3,0.0,19.4635
8188,US-2017-102732,07/18/2017,07/23/2017,Standard Class,KJ-10541,Kevin Jones,Consumer,United States,Mount Pleasant,South Carolina,32593,South,OFF-LA-10004099,Office Supplies,Labels,Avery Color Coding Labels,15.18,1,0.0,4.9767
8189,US-2017-102732,07/19/2017,07/26/2017,Standard Class,ES-10499,Edward Scott,Home Office,United States,Mobile,Alabama,79068,South,OFF-ST-10002927,Office Supplies,Storage,Akro-Mils 09516 Super-Size AkroBins,758.33,2,0.1,125.8766
8190,US-2017-102732,07/19/2017,07/24/2017,Standard Class,RC-10527,Robert Campbell,Consumer,United States,Pittsburgh,Pennsylvania,63767,East,OFF-ST-10001806,Office Supplies,Storage,Advantus Super Stacker Divided Storage Box,3913.93,8,0.0,1005.4252
8191,US-2017-102733,07/19/2017,07/26/2017,Standard Class,JR-10715,Jason Reed,Corporate,United States,Boise,Idaho,10552,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,497.25,1,0.0,111.5632
8192,US-2017-102733,07/19/2017,07/24/2017,Standard Class,RR-10424,Ryan Reed,Corporate,United States,San Jose,California,66485,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,3924.23,3,0.2,-317.3904
8193,US-2017-102733,07/19/2017,07/24/2017,Standard Class,AM-10618,Anna Martin,Consumer,United States,Orland Park,Illinois,44589,Central,TEC-AC-10001814,Technology,Accessories,Plantronics Savi W720 Wireless Headset System,3786.61,6,0.0,999.0614
8194,AA-2017-102734,07/19/2017,07/24/2017,Standard Class,MM-10066,Mary Mitchell,Corporate,United States,Columbia,South Carolina,50896,South,FUR-FU-10002390,Furniture,Furnishings,Deflect-o DuraMat Chair Mat for Low Pile,116.62,2,0.0,23.7619
8195,AA-2017-102734,07/19/2017,07/25/2017,Standard Class,BT-10048,Brenda Thompson,Consumer,United States,Arvada,Colorado,25696,West,OFF-EN-10000822,Office Supplies,Envelopes,"Jiffy Padded Mailers, Multi-Pack",74.46,2,0.0,25.5409
8196,AA-2017-102734,07/20/2017,07/25/2017,Standard Class,JW-10782,Jennifer Wilson,Corporate,United States,Grand Prairie,Texas,53456,Central,OFF-BI-10004738,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,265.8,4,0.15,44.9368
8197,US-2017-102735,07/20/2017,07/26/2017,Standard Class,BW-10746,Barbara White,Corporate,United States,Fort Worth,Texas,25259,Central,TEC-AC-10000171,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Recordable Disc,1205.03,4,0.0,322.602
8198,US-2017-102735,07/20/2017,07/22/2017,First Class,ST-10013,Stephanie Taylor,Consumer,United States,Texarkana,Arkansas,73134,South,OFF-FA-10003283,Office Supplies,Fasteners,Acco Suede Finish Lanyard with Split Ring,124.69,2,0.0,46.2409
8199,US-2017-102735,07/20/2017,07/25/2017,Standard Class,MW-10514,Michael White,Consumer,United States,Buffalo,New York,55396,East,OFF-ST-10001806,Office Supplies,Storage,Advantus Super Stacker Divided Storage Box,505.2,2,0.0,114.7317
8200,CA-2017-102736,07/20/2017,07/22/2017,First Class,DG-10701,David Green,Consumer,United States,Concord,New Hampshire,15205,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",14607.7,10,0.2,599.9723
8201,CA-2017-102736,07/20/2017,07/24/2017,Second Class,SE-10284,Stephanie Edwards,Consumer,United States,Orlando,Florida,80782,South,FUR-CH-10001313,Furniture,Chairs,SAFCO PVC Mobile Pedestal Chair,2721.34,3,0.0,473.7842
8202,CA-2017-102736,07/20/2017,07/25/2017,Standard Class,JR-10715,Jason Reed,Consumer,United States,Columbus,Georgia,58617,South,OFF-PA-10003695,Office Supplies,Paper,Avery Shipping Labels with TrueBlock Technology,131.5,5,0.0,45.312
8203,US-2017-102737,07/20/2017,07/27/2017,Standard Class,SS-10416,Stephen Smith,Home Office,United States,Warner Robins,Georgia,84593,South,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf",2538.38,6,0.0,606.1643
8204,US-2017-102737,07/20/2017,07/21/2017,Same Day,GW-10466,Gary Walker,Consumer,United States,Marysville,Washington,75381,West,OFF-AR-10002833,Office Supplies,Art,Newell 322,310.97,3,0.0,111.3208
8205,US-2017-102737,07/20/2017,07/26/2017,Standard Class,SA-10435,Stephanie Allen,Home Office,United States,Bloomington,Illinois,32635,Central,OFF-FA-10002544,Office Supplies,Fasteners,Acme Stainless Steel Scissors,40.59,1,0.0,16.9936
8206,AA-2017-102738,07/21/2017,07/26/2017,Second Class,KT-10417,Kevin Torres,Consumer,United States,Reno,Nevada,68441,West,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,15921.24,3,0.0,1268.7919
8207,AA-2017-102738,07/21/2017,07/26/2017,Standard Class,SB-10419,Sandra Baker,Corporate,United States,Atlanta,Georgia,35330,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,1281.9,1,0.2,116.355
8208,AA-2017-102738,07/21/2017,07/27/2017,Standard Class,SC-10167,Stephen Carter,Corporate,United States,Roswell,Georgia,80413,South,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,925.02,1,0.0,150.4799
8209,CA-2017-102739,07/21/2017,07/27/2017,Standard Class,SA-10513,Sandra Anderson,Home Office,United States,Wilmington,North Carolina,82374,South,OFF-AP-10000304,Office Supplies,Appliances,Hoover WindTunnel 3 High Performance Pet,638.36,3,0.0,106.3286
8210,CA-2017-102739,07/21/2017,07/25/2017,Second Class,EG-10390,Elizabeth Garcia,Consumer,United States,Bristol,Tennessee,66325,South,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,200.21,4,0.3,20.7579
8211,CA-2017-102739,07/22/2017,07/28/2017,Standard Class,SC-10244,Scott Collins,Consumer,United States,Marysville,Washington,80456,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,7475.23,3,0.0,1374.8832
8212,CA-2017-102740,07/22/2017,07/28/2017,Standard Class,KL-10166,Kathleen Lewis,Consumer,United States,Saint Petersburg,Florida,83217,South,OFF-BI-10001602,Office Supplies,Binders,Wilson Jones Easy Grip Round Ring View Binder,40.87,4,0.45,-0.0314
8213,CA-2017-102740,07/23/2017,07/29/2017,Standard Class,RM-10341,Ryan Morris,Consumer,United States,Franklin,Wisconsin,92599,Central,OFF-ST-10002927,Office Supplies,Storage,Akro-Mils 09516 Super-Size AkroBins,490.91,1,0.0,99.9718
8214,CA-2017-102740,07/23/2017,07/30/2017,Standard Class,SR-10122,Sharon Rivera,Home Office,United States,Concord,North Carolina,56340,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",30.08,1,0.5,0.7615
8215,US-2017-102741,07/23/2017,07/29/2017,Standard Class,SC-10108,Stephanie Collins,Home Office,United States,Richmond,Indiana,24887,Central,OFF-ST-10002927,Office Supplies,Storage,Akro-Mils 09516 Super-Size AkroBins,89.01,1,0.0,17.7464
8216,US-2017-102741,07/24/2017,07/31/2017,Standard Class,MH-10086,Michael Hill,Consumer,United States,Grand Rapids,Michigan,55287,Central,OFF-SU-10004590,Office Supplies,Supplies,Acco Pressboard Data Binder with Storage Hooks,275.43,3,0.0,87.7691
8217,US-2017-102741,07/24/2017,07/27/2017,First Class,DS-10141,Dorothy Scott,Corporate,United States,Saint Paul,Minnesota,35540,Central,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf",766.63,3,0.0,127.2552
8218,AA-2017-102742,07/24/2017,07/30/2017,Standard Class,EJ-10075,Emma Jackson,Consumer,United States,Charlotte,North Carolina,35498,South,OFF-EN-10004032,Office Supplies,Envelopes,Wausau Papers Astrobrights Envelopes,42.13,1,0.0,14.3515
8219,AA-2017-102742,07/24/2017,07/27/2017,First Class,MP-10173,Maria Parker,Consumer,United States,Hamilton,Ohio,93664,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings,201.9,1,0.0,54.5667
8220,AA-2017-102742,07/24/2017,07/29/2017,Standard Class,SM-10064,Sandra Miller,Home Office,United States,Baltimore,Maryland,98080,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,419.76,6,0.0,144.1384
8221,AA-2017-102743,07/24/2017,07/27/2017,First Class,KM-10118,Kevin Martin,Consumer,United States,Decatur,Illinois,11202,Central,OFF-EN-10000822,Office Supplies,Envelopes,"Jiffy Padded Mailers, Multi-Pack",45.41,1,0.0,15.8309
8222,AA-2017-102743,07/25/2017,08/01/2017,Standard Class,MN-10138,Maria Nelson,Home Office,United States,Auburn,New York,80507,East,OFF-AP-10000304,Office Supplies,Appliances,Hoover WindTunnel 3 High Performance Pet,1499.56,2,0.0,301.9169
